ISO3,Date,Cumulative_cases,Cumulative_deaths
PRK,2020-07,0,0
PRK,2020-08,0,0
PRK,2020-09,0,0
PRK,2020-10,0,0
PRK,2020-11,0,0
PRK,2020-12,0,0
PRK,2021-01,0,0
PRK,2021-02,0,0
PRK,2021-03,0,0
PRK,2021-04,0,0
PRK,2021-05,0,0
PRK,2021-06,0,0
PRK,2021-07,0,0
PRK,2021-08,0,0
PRK,2021-09,0,0
PRK,2021-10,0,0
PRK,2021-11,0,0
PRK,2021-12,0,0
PRK,2022-01,0,0
PRK,2022-02,0,0
PRK,2022-03,0,0
PRK,2022-04,0,0
PRK,2022-05,0,0
PRK,2022-06,0,0
PRK,2022-07,0,0
PRK,2022-08,0,0
PRK,2022-09,0,0
PRK,2022-10,0,0
PRK,2022-11,0,0
PRK,2022-12,0,0
PRK,2023-01,0,0
PRK,2023-02,0,0
PRK,2023-03,0,0
PRK,2023-04,0,0
PRK,2023-05,0,0
PRK,2023-06,0,0
PRK,2023-07,0,0
PRK,2023-08,0,0
PRK,2023-09,0,0
PRK,2023-10,0,0
PRK,2023-11,0,0
PRK,2023-12,0,0
PRK,2024-01,0,0
PRK,2024-02,0,0
PRK,2024-03,0,0
PRK,2024-04,0,0
PRK,2024-05,0,0
PRK,2024-06,0,0
PRT,2020-01,0,0
PRT,2020-02,1,0
PRT,2020-03,5449,150
PRT,2020-04,22349,1006
PRT,2020-05,32863,1432
PRT,2020-06,42067,1571
PRT,2020-07,50933,1724
PRT,2020-08,59304,1827
PRT,2020-09,75021,1963
PRT,2020-10,118382,2356
PRT,2020-11,278714,4517
PRT,2020-12,377474,6695
PRT,2021-01,685673,12791
PRT,2021-02,775667,16346
PRT,2021-03,801809,16832
PRT,2021-04,818936,16954
PRT,2021-05,836944,17013
PRT,2021-06,863906,17076
PRT,2021-07,946976,17294
PRT,2021-08,1030754,17718
PRT,2021-09,1065407,17942
PRT,2021-10,1091020,18150
PRT,2021-11,1143149,18426
PRT,2021-12,1282648,18888
PRT,2022-01,2704987,19913
PRT,2022-02,3368685,21069
PRT,2022-03,3695550,21649
PRT,2022-04,3960314,22224
PRT,2022-05,4661787,23129
PRT,2022-06,5121249,24110
PRT,2022-07,5330287,24657
PRT,2022-08,5400993,24869
PRT,2022-09,5470091,25039
PRT,2022-10,5514665,25289
PRT,2022-11,5537248,25501
PRT,2022-12,5550568,25773
PRT,2023-01,5559549,26039
PRT,2023-02,5565380,26228
PRT,2023-03,5571925,26421
PRT,2023-04,5579410,26604
PRT,2023-05,5585822,26756
PRT,2023-06,5591054,26913
PRT,2023-07,5597952,27061
PRT,2023-08,5609555,27264
PRT,2023-09,5623514,27502
PRT,2023-10,5631629,27702
PRT,2023-11,5634432,27783
PRT,2023-12,5639477,27929
PRT,2024-01,5641963,28080
PRT,2024-02,5642713,28113
PRT,2024-03,5643132,28128
PRT,2024-04,5643432,28148
PRT,2024-05,5644871,28174
PRT,2024-06,5649812,28324
PRY,2020-01,0,0
PRY,2020-02,0,0
PRY,2020-03,56,3
PRY,2020-04,223,9
PRY,2020-05,964,11
PRY,2020-06,1711,13
PRY,2020-07,4224,38
PRY,2020-08,15874,280
PRY,2020-09,37226,761
PRY,2020-10,58259,1278
PRY,2020-11,80436,1720
PRY,2020-12,103888,2154
PRY,2021-01,131886,2693
PRY,2021-02,157603,3152
PRY,2021-03,204704,3958
PRY,2021-04,263134,5715
PRY,2021-05,348184,8892
PRY,2021-06,415320,12215
PRY,2021-07,448508,14550
PRY,2021-08,458229,15685
PRY,2021-09,459779,16142
PRY,2021-10,460974,16245
PRY,2021-11,462605,16367
PRY,2021-12,465130,16598
PRY,2022-01,565368,17212
PRY,2022-02,639813,18333
PRY,2022-03,647762,18612
PRY,2022-04,649034,18795
PRY,2022-05,650661,18894
PRY,2022-06,655532,18963
PRY,2022-07,707109,19220
PRY,2022-08,715162,19478
PRY,2022-09,716059,19583
PRY,2022-10,717955,19601
PRY,2022-11,718164,19621
PRY,2022-12,722093,19666
PRY,2023-01,733907,19820
PRY,2023-02,735664,19870
PRY,2023-03,735759,19880
PRY,2023-04,735759,19880
PRY,2023-05,735759,19880
PRY,2023-06,735759,19880
PRY,2023-07,735759,19880
PRY,2023-08,735759,19880
PRY,2023-09,735759,19880
PRY,2023-10,735759,19880
PRY,2023-11,735759,19880
PRY,2023-12,735759,19880
PRY,2024-01,735759,19880
PRY,2024-02,735759,19880
PRY,2024-03,735759,19880
PRY,2024-04,735759,19880
PRY,2024-05,735759,19880
PRY,2024-06,735759,19880
PYF,2020-01,0,0
PYF,2020-02,0,0
PYF,2020-03,35,0
PYF,2020-04,57,0
PYF,2020-05,60,0
PYF,2020-06,62,0
PYF,2020-07,62,0
PYF,2020-08,482,0
PYF,2020-09,1579,6
PYF,2020-10,5859,20
PYF,2020-11,14096,73
PYF,2020-12,16550,108
PYF,2021-01,18060,131
PYF,2021-02,18387,139
PYF,2021-03,18607,141
PYF,2021-04,18734,141
PYF,2021-05,18860,142
PYF,2021-06,18994,142
PYF,2021-07,19285,145
PYF,2021-08,40178,385
PYF,2021-09,44942,611
PYF,2021-10,45541,636
PYF,2021-11,45631,636
PYF,2021-12,46382,636
PYF,2022-01,48266,636
PYF,2022-02,66699,639
PYF,2022-03,72058,646
PYF,2022-04,72678,648
PYF,2022-05,72922,649
PYF,2022-06,73268,649
PYF,2022-07,75440,649
PYF,2022-08,76439,649
PYF,2022-09,76588,649
PYF,2022-10,76758,649
PYF,2022-11,76899,649
PYF,2022-12,77910,649
PYF,2023-01,77957,649
PYF,2023-02,78043,649
PYF,2023-03,78153,649
PYF,2023-04,78448,649
PYF,2023-05,78581,649
PYF,2023-06,78601,649
PYF,2023-07,78617,649
PYF,2023-08,78623,649
PYF,2023-09,78632,649
PYF,2023-10,78653,649
PYF,2023-11,78700,649
PYF,2023-12,79227,649
PYF,2024-01,79291,650
PYF,2024-02,79299,650
PYF,2024-03,79301,650
PYF,2024-04,79302,650
PYF,2024-05,79302,650
PYF,2024-06,79309,650
QAT,2020-01,0,0
QAT,2020-02,0,0
QAT,2020-03,590,1
QAT,2020-04,9358,10
QAT,2020-05,55262,36
QAT,2020-06,93663,110
QAT,2020-07,109036,164
QAT,2020-08,118407,196
QAT,2020-09,124850,214
QAT,2020-10,130965,229
QAT,2020-11,138477,237
QAT,2020-12,142903,244
QAT,2021-01,150984,248
QAT,2021-02,163197,257
QAT,2021-03,177135,284
QAT,2021-04,201496,418
QAT,2021-05,217041,554
QAT,2021-06,221590,588
QAT,2021-07,225072,600
QAT,2021-08,232187,602
QAT,2021-09,236231,604
QAT,2021-10,239143,610
QAT,2021-11,242979,611
QAT,2021-12,247796,614
QAT,2022-01,336081,645
QAT,2022-02,356363,667
QAT,2022-03,360704,677
QAT,2022-04,364089,677
QAT,2022-05,368087,677
QAT,2022-06,379277,678
QAT,2022-07,407749,681
QAT,2022-08,427001,681
QAT,2022-09,446277,682
QAT,2022-10,468302,684
QAT,2022-11,477420,685
QAT,2022-12,487987,685
QAT,2023-01,492254,686
QAT,2023-02,493724,686
QAT,2023-03,497912,688
QAT,2023-04,508007,690
QAT,2023-05,513115,690
QAT,2023-06,514524,690
QAT,2023-07,514524,690
QAT,2023-08,514524,690
QAT,2023-09,514524,690
QAT,2023-10,514524,690
QAT,2023-11,514524,690
QAT,2023-12,514524,690
QAT,2024-01,514524,690
QAT,2024-02,514524,690
QAT,2024-03,514524,690
QAT,2024-04,514524,690
QAT,2024-05,514524,690
QAT,2024-06,514524,690
ROU,2020-01,0,0
ROU,2020-02,0,0
ROU,2020-03,1452,37
ROU,2020-04,10635,601
ROU,2020-05,19133,1259
ROU,2020-06,26022,1589
ROU,2020-07,43678,2165
ROU,2020-08,85833,3539
ROU,2020-09,121235,4687
ROU,2020-10,205793,6318
ROU,2020-11,465982,11045
ROU,2020-12,613760,15108
ROU,2021-01,726918,18264
ROU,2021-02,799164,20287
ROU,2021-03,932179,22997
ROU,2021-04,1044722,27267
ROU,2021-05,1077426,30247
ROU,2021-06,1080584,33177
ROU,2021-07,1082183,34267
ROU,2021-08,1095885,34509
ROU,2021-09,1187773,36230
ROU,2021-10,1640607,47324
ROU,2021-11,1775572,56169
ROU,2021-12,1802396,58536
ROU,2022-01,2176726,59932
ROU,2022-02,2724480,63294
ROU,2022-03,2838849,64895
ROU,2022-04,2887824,65421
ROU,2022-05,2908313,65677
ROU,2022-06,2915487,65726
ROU,2022-07,3059568,65983
ROU,2022-08,3208903,66631
ROU,2022-09,3261614,66972
ROU,2022-10,3286185,67186
ROU,2022-11,3294447,67253
ROU,2022-12,3305048,67341
ROU,2023-01,3325006,67576
ROU,2023-02,3340342,67704
ROU,2023-03,3367921,67858
ROU,2023-04,3393902,68089
ROU,2023-05,3404197,68184
ROU,2023-06,3407485,68233
ROU,2023-07,3409997,68253
ROU,2023-08,3417177,68270
ROU,2023-09,3455207,68341
ROU,2023-10,3497226,68525
ROU,2023-11,3503826,68627
ROU,2023-12,3512593,68714
ROU,2024-01,3520642,68760
ROU,2024-02,3525805,68785
ROU,2024-03,3527873,68792
ROU,2024-04,3528581,68799
ROU,2024-05,3529011,68803
ROU,2024-06,3529682,68805
RUS,2020-01,0,0
RUS,2020-02,2,0
RUS,2020-03,1534,8
RUS,2020-04,80949,747
RUS,2020-05,405843,4693
RUS,2020-06,634437,9073
RUS,2020-07,812485,13269
RUS,2020-08,990326,17093
RUS,2020-09,1151438,20324
RUS,2020-10,1513877,26050
RUS,2020-11,2269316,39527
RUS,2020-12,3050248,54778
RUS,2021-01,3850439,73182
RUS,2021-02,4246079,86122
RUS,2021-03,4519832,97740
RUS,2021-04,4762569,108232
RUS,2021-05,5063442,121162
RUS,2021-06,5451291,133282
RUS,2021-07,6126541,153874
RUS,2021-08,6882827,181637
RUS,2021-09,7420913,203900
RUS,2021-10,8513790,238538
RUS,2021-11,9570373,272755
RUS,2021-12,10392020,304218
RUS,2022-01,11737007,330728
RUS,2022-02,16291116,350927
RUS,2022-03,17762742,367351
RUS,2022-04,18137137,374902
RUS,2022-05,18324036,378955
RUS,2022-06,18418881,380892
RUS,2022-07,18601719,382433
RUS,2022-08,19405923,384083
RUS,2022-09,20792921,386757
RUS,2022-10,21423725,390104
RUS,2022-11,21574764,391840
RUS,2022-12,21764292,393383
RUS,2023-01,21938421,394984
RUS,2023-02,22253137,396035
RUS,2023-03,22586210,397078
RUS,2023-04,22851209,398305
RUS,2023-05,22917873,398919
RUS,2023-06,22953409,399436
RUS,2023-07,22974289,399814
RUS,2023-08,22986528,399972
RUS,2023-09,23014969,400023
RUS,2023-10,23098734,400195
RUS,2023-11,23309567,400517
RUS,2023-12,23746552,401359
RUS,2024-01,23849755,401884
RUS,2024-02,23957786,402162
RUS,2024-03,24078278,402520
RUS,2024-04,24147589,402774
RUS,2024-05,24193251,402926
RUS,2024-06,24225459,403031
RWA,2020-01,0,0
RWA,2020-02,0,0
RWA,2020-03,58,0
RWA,2020-04,183,0
RWA,2020-05,359,1
RWA,2020-06,878,2
RWA,2020-07,1752,5
RWA,2020-08,3843,16
RWA,2020-09,4811,29
RWA,2020-10,5060,34
RWA,2020-11,5891,47
RWA,2020-12,7817,73
RWA,2021-01,15118,193
RWA,2021-02,18790,261
RWA,2021-03,21370,301
RWA,2021-04,24535,328
RWA,2021-05,26780,349
RWA,2021-06,35018,404
RWA,2021-07,64609,727
RWA,2021-08,86242,1074
RWA,2021-09,96727,1248
RWA,2021-10,99681,1328
RWA,2021-11,100325,1342
RWA,2021-12,104512,1346
RWA,2022-01,128802,1438
RWA,2022-02,129485,1457
RWA,2022-03,129708,1459
RWA,2022-04,129785,1459
RWA,2022-05,130045,1459
RWA,2022-06,130825,1459
RWA,2022-07,132267,1466
RWA,2022-08,132415,1466
RWA,2022-09,132488,1466
RWA,2022-10,132556,1467
RWA,2022-11,132681,1467
RWA,2022-12,132920,1467
RWA,2023-01,133090,1468
RWA,2023-02,133184,1468
RWA,2023-03,133194,1468
RWA,2023-04,133194,1468
RWA,2023-05,133194,1468
RWA,2023-06,133194,1468
RWA,2023-07,133194,1468
RWA,2023-08,133194,1468
RWA,2023-09,133194,1468
RWA,2023-10,133194,1468
RWA,2023-11,133208,1468
RWA,2023-12,133208,1468
RWA,2024-01,133208,1468
RWA,2024-02,133208,1468
RWA,2024-03,133220,1468
RWA,2024-04,133235,1468
RWA,2024-05,133252,1468
RWA,2024-06,133252,1468
SAU,2020-01,0,0
SAU,2020-02,0,0
SAU,2020-03,1203,4
SAU,2020-04,16299,136
SAU,2020-05,83384,480
SAU,2020-06,178504,1511
SAU,2020-07,264973,2703
SAU,2020-08,313911,3840
SAU,2020-09,332790,4655
SAU,2020-10,344552,5281
SAU,2020-11,356911,5870
SAU,2020-12,362066,6176
SAU,2021-01,367813,6372
SAU,2021-02,377061,6488
SAU,2021-03,387794,6643
SAU,2021-04,411263,6887
SAU,2021-05,448284,7334
SAU,2021-06,482003,7760
SAU,2021-07,516949,8155
SAU,2021-08,543796,8526
SAU,2021-09,546882,8694
SAU,2021-10,548571,8793
SAU,2021-11,549671,8832
SAU,2021-12,552406,8870
SAU,2022-01,679384,8933
SAU,2022-02,743742,8994
SAU,2022-03,750258,9038
SAU,2022-04,753332,9076
SAU,2022-05,766196,9143
SAU,2022-06,790957,9198
SAU,2022-07,809449,9250
SAU,2022-08,813107,9289
SAU,2022-09,815743,9341
SAU,2022-10,821937,9405
SAU,2022-11,825402,9457
SAU,2022-12,826766,9508
SAU,2023-01,827828,9568
SAU,2023-02,829228,9613
SAU,2023-03,832429,9627
SAU,2023-04,840525,9644
SAU,2023-05,841469,9646
SAU,2023-06,841469,9646
SAU,2023-07,841469,9646
SAU,2023-08,841469,9646
SAU,2023-09,841469,9646
SAU,2023-10,841469,9646
SAU,2023-11,841469,9646
SAU,2023-12,841469,9646
SAU,2024-01,841469,9646
SAU,2024-02,841469,9646
SAU,2024-03,841469,9646
SAU,2024-04,841469,9646
SAU,2024-05,841469,9646
SAU,2024-06,841469,9646
SDN,2020-01,0,0
SDN,2020-02,0,0
SDN,2020-03,5,1
SDN,2020-04,213,17
SDN,2020-05,4800,262
SDN,2020-06,9314,576
SDN,2020-07,11385,717
SDN,2020-08,13189,823
SDN,2020-09,13610,836
SDN,2020-10,13744,837
SDN,2020-11,17810,1249
SDN,2020-12,24694,1520
SDN,2021-01,29449,1807
SDN,2021-02,30417,1890
SDN,2021-03,31712,2060
SDN,2021-04,33797,2333
SDN,2021-05,35495,2630
SDN,2021-06,36620,2754
SDN,2021-07,37299,2778
SDN,2021-08,37708,2791
SDN,2021-09,38201,2841
SDN,2021-10,40782,3043
SDN,2021-11,42826,3141
SDN,2021-12,46285,3298
SDN,2022-01,57632,3441
SDN,2022-02,61458,3908
SDN,2022-03,61929,4905
SDN,2022-04,62115,4931
SDN,2022-05,62321,4941
SDN,2022-06,62623,4951
SDN,2022-07,63074,4958
SDN,2022-08,63238,4961
SDN,2022-09,63319,4962
SDN,2022-10,63481,4972
SDN,2022-11,63639,4991
SDN,2022-12,63690,4994
SDN,2023-01,63742,5001
SDN,2023-02,63809,5013
SDN,2023-03,63922,5034
SDN,2023-04,63993,5046
SDN,2023-05,63993,5046
SDN,2023-06,63993,5046
SDN,2023-07,63993,5046
SDN,2023-08,63993,5046
SDN,2023-09,63993,5046
SDN,2023-10,63993,5046
SDN,2023-11,63993,5046
SDN,2023-12,63993,5046
SDN,2024-01,63993,5046
SDN,2024-02,63993,5046
SDN,2024-03,63993,5046
SDN,2024-04,63993,5046
SDN,2024-05,63993,5046
SDN,2024-06,63993,5046
SEN,2020-01,0,0
SEN,2020-02,0,0
SEN,2020-03,144,0
SEN,2020-04,520,0
SEN,2020-05,3535,0
SEN,2020-06,6459,0
SEN,2020-07,9552,191
SEN,2020-08,13456,284
SEN,2020-09,14869,308
SEN,2020-10,15543,321
SEN,2020-11,16027,333
SEN,2020-12,18523,387
SEN,2021-01,26213,621
SEN,2021-02,34255,866
SEN,2021-03,38456,1034
SEN,2021-04,40082,1099
SEN,2021-05,41331,1138
SEN,2021-06,42851,1163
SEN,2021-07,56573,1269
SEN,2021-08,72618,1742
SEN,2021-09,73728,1855
SEN,2021-10,73917,1878
SEN,2021-11,73981,1885
SEN,2021-12,74353,1890
SEN,2022-01,84856,1941
SEN,2022-02,85666,1960
SEN,2022-03,85860,1964
SEN,2022-04,85984,1966
SEN,2022-05,86101,1966
SEN,2022-06,86275,1968
SEN,2022-07,87342,1968
SEN,2022-08,88052,1968
SEN,2022-09,88349,1968
SEN,2022-10,88779,1968
SEN,2022-11,88869,1968
SEN,2022-12,88900,1968
SEN,2023-01,88905,1971
SEN,2023-02,88917,1971
SEN,2023-03,88951,1971
SEN,2023-04,88997,1971
SEN,2023-05,88999,1971
SEN,2023-06,89003,1971
SEN,2023-07,89011,1971
SEN,2023-08,89020,1971
SEN,2023-09,89022,1971
SEN,2023-10,89027,1971
SEN,2023-11,89030,1971
SEN,2023-12,89050,1971
SEN,2024-01,89050,1971
SEN,2024-02,89054,1971
SEN,2024-03,89067,1971
SEN,2024-04,89076,1971
SEN,2024-05,89088,1971
SEN,2024-06,89101,1971
SGP,2020-01,4,0
SGP,2020-02,89,0
SGP,2020-03,802,2
SGP,2020-04,12693,12
SGP,2020-05,34366,23
SGP,2020-06,43246,26
SGP,2020-07,49888,27
SGP,2020-08,56717,27
SGP,2020-09,57685,27
SGP,2020-10,57965,28
SGP,2020-11,58205,29
SGP,2020-12,58519,29
SGP,2021-01,59536,29
SGP,2021-02,59936,29
SGP,2021-03,60300,29
SGP,2021-04,61006,29
SGP,2021-05,62028,33
SGP,2021-06,62544,36
SGP,2021-07,64179,37
SGP,2021-08,67304,55
SGP,2021-09,87892,78
SGP,2021-10,198374,407
SGP,2021-11,262383,701
SGP,2021-12,277764,822
SGP,2022-01,348330,854
SGP,2022-02,710880,1007
SGP,2022-03,1072005,1246
SGP,2022-04,1182168,1325
SGP,2022-05,1295920,1383
SGP,2022-06,1408358,1409
SGP,2022-07,1708950,1520
SGP,2022-08,1831332,1591
SGP,2022-09,1889544,1615
SGP,2022-10,2096520,1680
SGP,2022-11,2162594,1702
SGP,2022-12,2193890,1711
SGP,2023-01,2215889,1712
SGP,2023-02,2225855,1722
SGP,2023-03,2255568,1722
SGP,2023-04,2368353,1734
SGP,2023-05,2459457,1788
SGP,2023-06,2499988,1872
SGP,2023-07,2534940,1872
SGP,2023-08,2555372,1879
SGP,2023-09,2579966,1889
SGP,2023-10,2658319,1906
SGP,2023-11,2716943,1933
SGP,2023-12,2924515,1954
SGP,2024-01,2988415,2024
SGP,2024-02,3003705,2024
SGP,2024-03,3006155,2024
SGP,2024-04,3006155,2024
SGP,2024-05,3006155,2024
SGP,2024-06,3006155,2024
SLB,2020-01,0,0
SLB,2020-02,0,0
SLB,2020-03,0,0
SLB,2020-04,0,0
SLB,2020-05,0,0
SLB,2020-06,0,0
SLB,2020-07,0,0
SLB,2020-08,0,0
SLB,2020-09,0,0
SLB,2020-10,4,0
SLB,2020-11,17,0
SLB,2020-12,17,0
SLB,2021-01,17,0
SLB,2021-02,18,0
SLB,2021-03,19,0
SLB,2021-04,20,0
SLB,2021-05,20,0
SLB,2021-06,20,0
SLB,2021-07,20,0
SLB,2021-08,20,0
SLB,2021-09,20,0
SLB,2021-10,20,0
SLB,2021-11,20,0
SLB,2021-12,22,0
SLB,2022-01,1183,9
SLB,2022-02,6937,96
SLB,2022-03,10778,133
SLB,2022-04,14182,140
SLB,2022-05,18174,146
SLB,2022-06,21544,153
SLB,2022-07,21544,153
SLB,2022-08,21544,153
SLB,2022-09,21544,153
SLB,2022-10,21544,153
SLB,2022-11,21611,153
SLB,2022-12,21611,153
SLB,2023-01,21611,153
SLB,2023-02,21611,153
SLB,2023-03,21611,153
SLB,2023-04,21611,153
SLB,2023-05,21611,153
SLB,2023-06,21611,153
SLB,2023-07,21611,153
SLB,2023-08,21611,153
SLB,2023-09,21611,153
SLB,2023-10,25954,199
SLB,2023-11,25954,199
SLB,2023-12,25954,199
SLB,2024-01,25954,199
SLB,2024-02,25954,199
SLB,2024-03,25954,199
SLB,2024-04,25954,199
SLB,2024-05,25954,199
SLB,2024-06,25954,199
SLE,2020-01,0,0
SLE,2020-02,0,0
SLE,2020-03,0,0
SLE,2020-04,86,4
SLE,2020-05,852,47
SLE,2020-06,1410,60
SLE,2020-07,1768,65
SLE,2020-08,2019,71
SLE,2020-09,2208,73
SLE,2020-10,2345,75
SLE,2020-11,2410,75
SLE,2020-12,2549,76
SLE,2021-01,3528,79
SLE,2021-02,3887,79
SLE,2021-03,3962,79
SLE,2021-04,4044,79
SLE,2021-05,4141,79
SLE,2021-06,5306,93
SLE,2021-07,6218,118
SLE,2021-08,6363,121
SLE,2021-09,6388,121
SLE,2021-10,6398,121
SLE,2021-11,6402,121
SLE,2021-12,6659,123
SLE,2022-01,7615,125
SLE,2022-02,7665,125
SLE,2022-03,7674,125
SLE,2022-04,7677,125
SLE,2022-05,7682,125
SLE,2022-06,7693,125
SLE,2022-07,7733,125
SLE,2022-08,7746,125
SLE,2022-09,7750,125
SLE,2022-10,7754,125
SLE,2022-11,7759,125
SLE,2022-12,7760,125
SLE,2023-01,7760,125
SLE,2023-02,7760,125
SLE,2023-03,7762,125
SLE,2023-04,7762,125
SLE,2023-05,7762,125
SLE,2023-06,7762,125
SLE,2023-07,7762,125
SLE,2023-08,7766,125
SLE,2023-09,7766,125
SLE,2023-10,7766,125
SLE,2023-11,7766,125
SLE,2023-12,7779,125
SLE,2024-01,7779,125
SLE,2024-02,7779,125
SLE,2024-03,7794,125
SLE,2024-04,7810,125
SLE,2024-05,7836,125
SLE,2024-06,7836,125
SLV,2020-01,0,0
SLV,2020-02,0,0
SLV,2020-03,19,0
SLV,2020-04,274,8
SLV,2020-05,2395,44
SLV,2020-06,5727,143
SLV,2020-07,14221,390
SLV,2020-08,25537,708
SLV,2020-09,28415,826
SLV,2020-10,32585,944
SLV,2020-11,38405,1107
SLV,2020-12,44619,1297
SLV,2021-01,53989,1614
SLV,2021-02,59866,1847
SLV,2021-03,63766,1998
SLV,2021-04,68318,2098
SLV,2021-05,73246,2241
SLV,2021-06,77484,2361
SLV,2021-07,84691,2547
SLV,2021-08,94060,2890
SLV,2021-09,103678,3174
SLV,2021-10,113422,3622
SLV,2021-11,118041,3769
SLV,2021-12,121741,3818
SLV,2022-01,133262,3884
SLV,2022-02,147786,4068
SLV,2022-03,161052,4116
SLV,2022-04,162089,4127
SLV,2022-05,162755,4131
SLV,2022-06,169646,4139
SLV,2022-07,190818,4194
SLV,2022-08,190818,4220
SLV,2022-09,201785,4229
SLV,2022-10,201785,4230
SLV,2022-11,201785,4230
SLV,2022-12,201785,4230
SLV,2023-01,201785,4230
SLV,2023-02,201785,4230
SLV,2023-03,201785,4230
SLV,2023-04,201785,4230
SLV,2023-05,201786,4230
SLV,2023-06,201788,4230
SLV,2023-07,201804,4230
SLV,2023-08,201823,4230
SLV,2023-09,201830,4230
SLV,2023-10,201833,4230
SLV,2023-11,201834,4230
SLV,2023-12,201836,4230
SLV,2024-01,201854,4230
SLV,2024-02,201861,4230
SLV,2024-03,201864,4230
SLV,2024-04,201865,4230
SLV,2024-05,201872,4230
SLV,2024-06,201901,4230
SMR,2020-01,0,0
SMR,2020-02,0,0
SMR,2020-03,229,22
SMR,2020-04,515,40
SMR,2020-05,689,42
SMR,2020-06,715,42
SMR,2020-07,718,42
SMR,2020-08,735,42
SMR,2020-09,748,42
SMR,2020-10,846,42
SMR,2020-11,1603,45
SMR,2020-12,2293,57
SMR,2021-01,3083,67
SMR,2021-02,3763,74
SMR,2021-03,4648,84
SMR,2021-04,5097,90
SMR,2021-05,5132,90
SMR,2021-06,5134,90
SMR,2021-07,5161,90
SMR,2021-08,5362,90
SMR,2021-09,5467,91
SMR,2021-10,5597,92
SMR,2021-11,6016,93
SMR,2021-12,7641,98
SMR,2022-01,12981,109
SMR,2022-02,14397,112
SMR,2022-03,15208,113
SMR,2022-04,16276,114
SMR,2022-05,17120,115
SMR,2022-06,17778,115
SMR,2022-07,19901,118
SMR,2022-08,20342,118
SMR,2022-09,20671,118
SMR,2022-10,21605,119
SMR,2022-11,22168,119
SMR,2022-12,23007,121
SMR,2023-01,23427,122
SMR,2023-02,23583,122
SMR,2023-03,23799,123
SMR,2023-04,24133,125
SMR,2023-05,24285,125
SMR,2023-06,24326,125
SMR,2023-07,24358,125
SMR,2023-08,24416,126
SMR,2023-09,24595,126
SMR,2023-10,24760,126
SMR,2023-11,25292,126
SMR,2023-12,25292,126
SMR,2024-01,25292,126
SMR,2024-02,25292,126
SMR,2024-03,25292,126
SMR,2024-04,25292,126
SMR,2024-05,25292,126
SMR,2024-06,25292,126
SOM,2020-01,0,0
SOM,2020-02,0,0
SOM,2020-03,3,0
SOM,2020-04,390,18
SOM,2020-05,1916,73
SOM,2020-06,2878,90
SOM,2020-07,3178,93
SOM,2020-08,3310,97
SOM,2020-09,3588,99
SOM,2020-10,3897,102
SOM,2020-11,4451,113
SOM,2020-12,4690,127
SOM,2021-01,4784,130
SOM,2021-02,6991,231
SOM,2021-03,10838,488
SOM,2021-04,13459,689
SOM,2021-05,14653,768
SOM,2021-06,14892,775
SOM,2021-07,15203,789
SOM,2021-08,17210,953
SOM,2021-09,19723,1103
SOM,2021-10,21998,1208
SOM,2021-11,23016,1327
SOM,2021-12,23532,1333
SOM,2022-01,25388,1335
SOM,2022-02,26313,1348
SOM,2022-03,26410,1361
SOM,2022-04,26485,1361
SOM,2022-05,26535,1361
SOM,2022-06,26803,1361
SOM,2022-07,26957,1361
SOM,2022-08,27181,1361
SOM,2022-09,27216,1361
SOM,2022-10,27237,1361
SOM,2022-11,27286,1361
SOM,2022-12,27300,1361
SOM,2023-01,27318,1361
SOM,2023-02,27324,1361
SOM,2023-03,27334,1361
SOM,2023-04,27334,1361
SOM,2023-05,27334,1361
SOM,2023-06,27334,1361
SOM,2023-07,27334,1361
SOM,2023-08,27334,1361
SOM,2023-09,27334,1361
SOM,2023-10,27334,1361
SOM,2023-11,27334,1361
SOM,2023-12,27334,1361
SOM,2024-01,27334,1361
SOM,2024-02,27334,1361
SOM,2024-03,27334,1361
SOM,2024-04,27334,1361
SOM,2024-05,27334,1361
SOM,2024-06,27334,1361
SPM,2020-01,0,0
SPM,2020-02,0,0
SPM,2020-03,0,0
SPM,2020-04,1,0
SPM,2020-05,1,0
SPM,2020-06,1,0
SPM,2020-07,4,0
SPM,2020-08,5,0
SPM,2020-09,12,0
SPM,2020-10,12,0
SPM,2020-11,14,0
SPM,2020-12,16,0
SPM,2021-01,24,0
SPM,2021-02,24,0
SPM,2021-03,24,0
SPM,2021-04,25,0
SPM,2021-05,25,0
SPM,2021-06,26,0
SPM,2021-07,28,0
SPM,2021-08,30,0
SPM,2021-09,31,0
SPM,2021-10,32,0
SPM,2021-11,75,0
SPM,2021-12,98,0
SPM,2022-01,628,0
SPM,2022-02,995,1
SPM,2022-03,1930,1
SPM,2022-04,2641,1
SPM,2022-05,2750,1
SPM,2022-06,2767,1
SPM,2022-07,3083,1
SPM,2022-08,3146,1
SPM,2022-09,3188,1
SPM,2022-10,3214,1
SPM,2022-11,3270,1
SPM,2022-12,3348,2
SPM,2023-01,3410,2
SPM,2023-02,3417,2
SPM,2023-03,3426,2
SPM,2023-04,3426,2
SPM,2023-05,3426,2
SPM,2023-06,3426,2
SPM,2023-07,3426,2
SPM,2023-08,3426,2
SPM,2023-09,3426,2
SPM,2023-10,3426,2
SPM,2023-11,3426,2
SPM,2023-12,3426,2
SPM,2024-01,3426,2
SPM,2024-02,3426,2
SPM,2024-03,3426,2
SPM,2024-04,3426,2
SPM,2024-05,3426,2
